customer_tweet_id,response_tweet_id,customer_text,customer_text_normalized,amazon_response,amazon_response_normalized
7013,7012,ねぇこういうのマジで頭悪いと思うんだよね。じゃあ具体的にどんなサイトにいつどの端末から登録したのか訊けば答えられるんかね。そのサイトのアクセスログに俺のIPアドレスは載ってるんかね。そもそもAmazonは「有料動画サイト」とかやってねぇよバカか。 https://t.co/kz68UogX2A,ねぇこういうのマジで頭悪いと思うんだよね。じゃあ具体的にどんなサイトにいつどの端末から登録したのか訊けば答えられるんかね。そのサイトのアクセスログに俺のIPアドレスは載ってるんかね。そもそもAmazonは「有料動画サイト」とかやってねぇよバカか。 [URL],@117214 失礼いたします。ご存知かと存じますが、当サイトからそのようなメールをお送りすることはございません。Amazonの名をかたるフィッシング行為が増えているようですので、どうぞお気を付けください。https://t.co/k4jy2iBODo  SM,@user 失礼いたします。ご存知かと存じますが、当サイトからそのようなメールをお送りすることはございません。Amazonの名をかたるフィッシング行為が増えているようですので、どうぞお気を付けください。 [URL] SM
8511,8510,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC","@user I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: [URL] ^AC"
8513,8512,"@115830 when you can't get my Prime order to me on time, what happens? I needed it on time! It's a gift! Your courier not up to the job?","@user when you can't get my Prime order to me on time, what happens? I needed it on time! It's a gift! Your courier not up to the job?","@117494 We're unable to view your account, but we'd like to help in real-time, via phone or chat here: https://t.co/JzP7hlA23B ^NN","@user We're unable to view your account, but we'd like to help in real-time, via phone or chat here: [URL] ^NN"
8516,8514,"@116875 Exijo mi reembolso inmediato ya que yo en ningún momento solicité dicha membresía ""prime"", hubo algún error.
Solución inmediata","@user Exijo mi reembolso inmediato ya que yo en ningún momento solicité dicha membresía ""prime"", hubo algún error. Solución inmediata","@117495 Hola Mary. Para más detalles sobre como cancelar tu membresía de Amazon Prime, ingresa a: https://t.co/RPYF5xdYCl  ^HC","@user Hola Mary. Para más detalles sobre como cancelar tu membresía de Amazon Prime, ingresa a: [URL] ^HC"
8515,8517,"@AmazonHelp Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio","@AmazonHelp Hecho el procedimiento, lo que me interesa y exijo es que sea devuelto mi dinero puesto que jamás he adquirido algún articulo por este medio","@117495 Mary, si no te has beneficiado de las ventajas de Prime, recibirás el reembolso. Recibirás un e-mail con más detalles. ^LG","@user Mary, si no te has beneficiado de las ventajas de Prime, recibirás el reembolso. Recibirás un e-mail con más detalles. ^LG"
8519,8518,@116875 Cancelación de  membresía Amazon Prime y reembolso ya!,@user Cancelación de membresía Amazon Prime y reembolso ya!,@117495 Hola MaryGuerra. Para cancelar Amazon Prime por favor accesa este link para instrucciones: https://t.co/NV2oj1oX8M ^JJ,@user Hola MaryGuerra. Para cancelar Amazon Prime por favor accesa este link para instrucciones: [URL] ^JJ
8521,8520,@115821 Hasta que al fin llegó #BrBa https://t.co/7y2HKQlA2R,@user Hasta que al fin llegó #BrBa [URL],"@117496 Sin dudas, el mejor lugar para comer pollo frito. 🍗 ¡Nos alegra saber que recibiste tu pedido, Carl! :D ^CR","@user Sin dudas, el mejor lugar para comer pollo frito. 🍗 ¡Nos alegra saber que recibiste tu pedido, Carl! :D ^CR"
8524,8523,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD","@user Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD"
8527,8525,I know it’s nearly xmas but seriously I ordered a book from @115821 due to arrive 23rd Oct and still don’t have it or know where it is???,I know it’s nearly xmas but seriously I ordered a book from @user due to arrive 23rd Oct and still don’t have it or know where it is???,"@117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH","@user I'm sorry for the wait, Jamie! What's the current status of your order here: [URL] ^SH"
8526,8528,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then [URL],"@117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM","@user I understand your concern. At your earliest convenience, we'd like to look into this with you: [URL] ^GM"
8529,8530,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,"@117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is.  ^SY","@user I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY"
8531,8533,@AmazonHelp Okay....what information do you need to be able to help then???,@AmazonHelp Okay....what information do you need to be able to help then???,"@117498 Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS","@user Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS"
8532,8534,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver https://t.co/iB2HaSBOqk,@AmazonHelp The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver [URL],@117498 It would be best to contact us directly here: https://t.co/JzP7hlA23B and we can look into this further then. ^PK,@user It would be best to contact us directly here: [URL] and we can look into this further then. ^PK
8537,8536,@115821 why do I pay for 2 day shipping and it's going on 4 days.,@user why do I pay for 2 day shipping and it's going on 4 days.,"@117499 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT","@user (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: [URL] ^WT"
8540,8539,@115850 pls investigate ur satara (Maharashtra) amzn staff or ur reputation is doomed in the region in long term.,@user pls investigate ur satara (Maharashtra) amzn staff or ur reputation is doomed in the region in long term.,@117088 Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK,@user Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK
8581,8580,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here:

https://t.co/dexHjftwpD

-RD","@user Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here: [URL] -RD"
9120,9118,@115821 I’ve had nothing but trouble with 2/3 of my orders this month and I’m starting to doubt my continuing my prime membership,@user I’ve had nothing but trouble with 2/3 of my orders this month and I’m starting to doubt my continuing my prime membership,"@117631 Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM","@user Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM"
9119,9121,"@AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)","@AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)","@117631 Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE","@user Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE"
9125,9122,@AmazonHelp I'm UK based. Are the contact details the same?,@AmazonHelp I'm UK based. Are the contact details the same?,@117632 Sorry! Try this one instead: https://t.co/JzP7hlA23B ^TR,@user Sorry! Try this one instead: [URL] ^TR
9123,9126,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,@117632 Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: https://t.co/zYVX1Qi29G ^DC,@user Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: [URL] ^DC
9129,9128,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,@AmazonHelp It looks as though someone has changed the email address linked to my acct & I can no longer log in. Help!,"@117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB","@user We're here to help! Please, reach us phone or e-mail so we can investigate: [URL] ^EB"
9132,9130,Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp,Haha @user has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp,@117633 Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN. ^EZ,@user Oh no! We'd like to review these charges and available options with you. Please reach us here: [URL] ^EZ
9135,9133,Not here pissed @115821,Not here pissed @user,@117635 I'm sorry your order hasn't arrived! Please reach us here: https://t.co/hApLpMlfHN if it doesn't arrive tomorrow. ^EZ,@user I'm sorry your order hasn't arrived! Please reach us here: [URL] if it doesn't arrive tomorrow. ^EZ
9137,9136,@AmazonHelp Had a package scheduled for delivery today and it didn’t come I’m not happy,@AmazonHelp Had a package scheduled for delivery today and it didn’t come I’m not happy,@117636 I'm sorry your shipment hasn't arrived; what is the latest status on the order: https://t.co/Y5jpI9gRhE? ^LR,@user I'm sorry your shipment hasn't arrived; what is the latest status on the order: [URL] ^LR
9141,9140,WHAT DOES THIS MEAN @115821 https://t.co/jW02hoSsPp,WHAT DOES THIS MEAN @user [URL],@117637 I'm sorry you haven't received your order. Reach out to us here so we can look into this with you: https://t.co/Ebe0Tk70Vv ^JP,@user I'm sorry you haven't received your order. Reach out to us here so we can look into this with you: [URL] ^JP
9144,9143,"@AmazonHelp Solved, Thank You","@AmazonHelp Solved, Thank You",@117638 You're welcome. Do keep us posted for any further assistance. ^MK,@user You're welcome. Do keep us posted for any further assistance. ^MK
9146,9145,"@115850 Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added","@user Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added",@117638 Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY,@user Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY
9767,9764,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821","Worst experience in shopping no product no refund , been 40 days. F& @user it @user",@117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,@user Please report this to our support team here: [URL] and we'll look into this. 2/2 ^HD
9765,9768,"@AmazonHelp Order date
06-Oct-2017
Order #
406-8895581-1413106
Order total
   3,719.00 (1 item) check out yourself","@AmazonHelp Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (1 item) check out yourself","@117789 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK","@user Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK"
9766,9769,@AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,@AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,"@117789 Sorry for this ordeal, Benish. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD","@user Sorry for this ordeal, Benish. Please share your details here: [URL] and I'll get in touch with you. ^HD"
9770,9771,@AmazonHelp I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,@AmazonHelp I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,@117789 Please share your details from the link provided for us to look into your concern and assist you further. (2/2) ^SV,@user Please share your details from the link provided for us to look into your concern and assist you further. (2/2) ^SV
9773,9774,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,@117789 We haven't received your details. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll get in touch soon. ^AK,@user We haven't received your details. Kindly share your details here: [URL] and I'll get in touch soon. ^AK
9775,9776,"@AmazonHelp Order date
06-Oct-2017
Order #
406-8895581-1413106
Order total
   3,719.00 (delete it again)","@AmazonHelp Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)","@117789 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK","@user Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK"
9781,9779,"I seem to have bad luck in trying to get undamaged books from @115821. Sometimes it's damaged in delivery, but this one was packed this way. https://t.co/HnwtSE7e31","I seem to have bad luck in trying to get undamaged books from @user . Sometimes it's damaged in delivery, but this one was packed this way. [URL]","@117790 I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: https://t.co/Y5jpI9gRhE? ^SH","@user I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: [URL] ^SH"
9780,9782,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,@117790 I understand! Returns can be made as long as they fall under this policy: https://t.co/i3QyGkjfQI. Hope this helps! ^BL,@user I understand! Returns can be made as long as they fall under this policy: [URL] Hope this helps! ^BL
9784,9783,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o","@user , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @user pictures attach herewith. [URL]","@117791 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK","@user Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK"
9788,9787,@115833 please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,@user please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,@117792 We are always looking for ways to improve! You can provide your feedback to our developers here: https://t.co/XD4MGgu8XV ^EA,@user We are always looking for ways to improve! You can provide your feedback to our developers here: [URL] ^EA
9791,9789,Ordered cases for our new iPhone X and @115821 sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,Ordered cases for our new iPhone X and @user sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,@117793 I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U ^SJ,@user I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: [URL] ^SJ
9790,9792,@AmazonHelp I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,@AmazonHelp I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,@117793 Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ,@user Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ
9794,9793,I was incredibly disappointed with my customer service call w @117795 after my order was 2x delayed and lost.,I was incredibly disappointed with my customer service call w @user after my order was 2x delayed and lost.,@117794 I'm sorry for the bad experience! What options did we offer on the phone? ^TN,@user I'm sorry for the bad experience! What options did we offer on the phone? ^TN
9796,9795,The reliability of @115821 2 Day Prime is hitting an all time low. Not sure what is going on over there.,The reliability of @user 2 Day Prime is hitting an all time low. Not sure what is going on over there.,"@117796 I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL","@user I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL"
9798,9797,@115850 I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating,@user I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating,"@117797 I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV","@user I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV"
9802,9800,"@AmazonHelp Haven’t received any mail, can you please resend mail to __email__","@AmazonHelp Haven’t received any mail, can you please resend mail to __email__",@117791 I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK,@user I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK
9801,9803,"@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list.","@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list.","@117791 If you haven't received any email, please share your details here: https://t.co/GIJyeYqKE0 and we'll get back to you. ^HD","@user If you haven't received any email, please share your details here: [URL] and we'll get back to you. ^HD"
9804,9805,@AmazonHelp I have filled the details,@AmazonHelp I have filled the details,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK","@user If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK"
9807,9806,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9","@user , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @user [URL]",@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2,@user Sorry for the trouble with the order. We've emailed you here: [URL] Kindly check and respond. Please 1/2
9810,9809,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z,@AmazonHelp Was sent this item in 6x9 size. Trying to return & UPS did not show up today. I'd keep item if I could get refund for price difference. [URL],@117798 We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN ^JP,@user We would like to investigate further with you. Please reach out to us at your convenience: [URL] ^JP
9814,9813,諸事情でamazonプライム使ったんだけど、これ早く解除しないとお金取られちゃうんだっけ…今回だけなんだよね、どうしても今日ほしいのは…ついでにはいび〜写真集頼んじゃったけども,諸事情でamazonプライム使ったんだけど、これ早く解除しないとお金取られちゃうんだっけ…今回だけなんだよね、どうしても今日ほしいのは…ついでにはいび〜写真集頼んじゃったけども,"@117799 こんにちは。30日後のプライム本会員への自動移行をご希望されない場合は、こちらから自動更新をオフにしていただけます&gt; https://t.co/wdPTbEULCH 
プライム特典の一覧はこちらです&gt; https://t.co/AbfeovjCgG YM",@user こんにちは。30日後のプライム本会員への自動移行をご希望されない場合は、こちらから自動更新をオフにしていただけます> [URL] プライム特典の一覧はこちらです> [URL] YM
9817,9815,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH,Please explain this @AmazonHelp [URL],@117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO,@user I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO
9819,9818,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,@AmazonHelp if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,"@117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT","@user (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: [URL] ^WT"
9823,9822,@115821 thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,@user thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,@117802 We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH,@user We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH
9825,9824,"Hey @117804, é possível sincronizar minha conta do @695 para ler no Kindle?","Hey @user , é possível sincronizar minha conta do @user para ler no Kindle?","@117803 Olá, Tiago. Atualmente essa opção não está disponível. Qualquer novidade será anunciada no nosso site e redes sociais. ^CR","@user Olá, Tiago. Atualmente essa opção não está disponível. Qualquer novidade será anunciada no nosso site e redes sociais. ^CR"
9865,9864,"Amazonから明日配達予定だったHDDが届いたんだけど、箱の中のクッション意味あるの？
何の役にもたってないんだけど。
品物が衝撃に弱い精密機器ってわかって梱包してんの？
配達の軽トラの荷台で何時間も衝撃にさらされたHDDですか。 https://t.co/DcqV2uV0we",Amazonから明日配達予定だったHDDが届いたんだけど、箱の中のクッション意味あるの？ 何の役にもたってないんだけど。 品物が衝撃に弱い精密機器ってわかって梱包してんの？ 配達の軽トラの荷台で何時間も衝撃にさらされたHDDですか。 [URL],@117816 ご不快の念をお掛けし申し訳ございません。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っておりますので、もしよろしければ、リンクのヘルプページご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN,@user ご不快の念をお掛けし申し訳ございません。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っておりますので、もしよろしければ、リンクのヘルプページご参照の上、ご意見をお送りください。 [URL] TN
9872,9871,Amazon梱包雑になったぞおおおおおお！？！？ https://t.co/flImzUdwwk,Amazon梱包雑になったぞおおおおおお！？！？ [URL],@117819 ご不快の念をお掛けしております。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っております。よろしければ、リンクのヘルプページをご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN,@user ご不快の念をお掛けしております。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っております。よろしければ、リンクのヘルプページをご参照の上、ご意見をお送りください。 [URL] TN
9955,9954,"@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam","@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",@117845 Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: https://t.co/R55eEQwSEs so we can look into this for you. ^ES,@user Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: [URL] so we can look into this for you. ^ES
9957,9956,"@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.","@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,@user I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: [URL] ^RR
9959,9958,@116935 worst customer service; got hung up on twice,@user worst customer service; got hung up on twice,@117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance:  https://t.co/hApLpMlfHN ^LL,@user I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance: [URL] ^LL
10321,10320,"@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks","@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",@117870 I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: https://t.co/JzP7hlA23B ^WT,@user I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: [URL] ^WT
10624,10623,Anyone else see an odd looking @115821 website? It looks very different. Not wrkng as easily and lots of red text,Anyone else see an odd looking @user website? It looks very different. Not wrkng as easily and lots of red text,@117944 I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM,@user I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM
10626,10625,@117634 I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,@user I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,@117945 I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ,@user I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ
10629,10627,@AmazonHelp why doesn't blue light filter work on kids account on the fire kids edition?,@AmazonHelp why doesn't blue light filter work on kids account on the fire kids edition?,@117946 I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT,@user I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT
10631,10630,"el soporte al cliente de @115821 es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P","el soporte al cliente de @user es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P",@117947 Garcias Jäcob Pintle :). Nos alegra mucho saber que hacemos bien nuestro trabajo. Tratamos de mejorar cada día más. 😃🤝 ^JJ,@user Garcias Jäcob Pintle :). Nos alegra mucho saber que hacemos bien nuestro trabajo. Tratamos de mejorar cada día más. 😃🤝 ^JJ
10634,10632,How does amazon have late shipping? Multi billion dollar company @115821,How does amazon have late shipping? Multi billion dollar company @user,@117948 I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD,@user I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD
10633,10635,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.,"@117948 What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo ^VB","@user What does the current tracking indicate? Also, who does the tracking indicate as carrier?: [URL] ^VB"
10636,10638,"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though.","@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though.","@117948 Hi Mark!

Deliveries will run up until 21:00.  Let us know what happens.

Chuck H",@user Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H
10640,10641,@AmazonHelp No package.,@AmazonHelp No package.,@117948 I'm sorry it hasn't arrived! Please get in touch with us here: https://t.co/hApLpMlfHN for available options. ^EZ,@user I'm sorry it hasn't arrived! Please get in touch with us here: [URL] for available options. ^EZ
10637,10642,"@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS","@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",@117948 Please get in touch with us here: https://t.co/Q7Ftz6nj80 and we'd be happy to review available options with you. ^EZ,@user Please get in touch with us here: [URL] and we'd be happy to review available options with you. ^EZ
10645,10644,@AmazonHelp did amazon get hacked?,@AmazonHelp did amazon get hacked?,@117949 We'd like to help! Have you noticed any unauthorized activity on your account? ^VB,@user We'd like to help! Have you noticed any unauthorized activity on your account? ^VB
10647,10646,"@115821 paid for next day delivery.. had it confirmed and alas, no package #nothappy","@user paid for next day delivery.. had it confirmed and alas, no package #nothappy","@117950 I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: https://t.co/JzP7hlA23B. ^LH","@user I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: [URL] ^LH"
10650,10649,勝手にAmazonプライム会員になってて毎月会員費とられてた😇😇😇,勝手にAmazonプライム会員になってて毎月会員費とられてた😇😇😇,@117951 (1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM,@user (1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM
10653,10652,hey @115821 why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,hey @user why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,@117952 I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: https://t.co/hApLpMlfHN ^DD,@user I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: [URL] ^DD
10656,10654,E já estou desesperada achando que não vai dar tempo da @117086 entregar o terceiro livro antes de eu teminar esse.,E já estou desesperada achando que não vai dar tempo da @user entregar o terceiro livro antes de eu teminar esse.,@117953 Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ,@user Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ
